날짜,미세먼지(PM-10),소음(db),습도(%),온도(℃),초미세먼지(PM-2.5),PM10단계,PM25단계
2019-01-02 19,53.0,52.84,31.79,-1.75,38.03,보통,나쁨
2019-01-02 20,54.25,52.81,36.01,-2.39,40.44,보통,나쁨
2019-01-02 21,58.33,52.67,39.14,-2.98,43.51,보통,나쁨
2019-01-02 22,65.05,52.6,41.29,-3.44,47.15,보통,나쁨
2019-01-02 23,66.17,52.32,42.25,-4.0,47.04,보통,나쁨
2019-01-03 00,64.49,52.17,42.38,-4.48,47.66,보통,나쁨
2019-01-03 01,62.06,51.81,42.8,-4.93,43.73,보통,나쁨
2019-01-03 02,57.49,51.63,45.23,-5.58,41.33,보통,나쁨
2019-01-03 03,50.4,51.56,47.44,-6.1,33.96,보통,보통
2019-01-03 04,50.78,51.61,49.72,-6.63,35.39,보통,보통
2019-01-03 05,53.44,52.03,51.7,-7.1,37.32,보통,나쁨
2019-01-03 06,56.18,52.57,52.98,-7.33,39.27,보통,나쁨
2019-01-03 07,59.07,52.87,54.33,-7.65,40.85,보통,나쁨
2019-01-03 08,63.97,53.34,54.38,-7.44,44.3,보통,나쁨
2019-01-03 09,67.27,53.39,47.39,-5.67,45.2,보통,나쁨
2019-01-03 10,72.94,53.17,35.9,-3.26,50.0,보통,나쁨
2019-01-03 11,68.3,52.91,27.51,-1.02,45.79,보통,나쁨
2019-01-03 12,64.41,52.84,23.13,0.73,42.35,보통,나쁨
2019-01-03 13,60.81,52.94,21.55,1.74,36.87,보통,나쁨
2019-01-03 14,50.93,52.83,20.6,2.37,30.04,보통,보통
2019-01-03 15,39.1,52.89,18.48,2.81,22.59,보통,보통
2019-01-03 16,43.91,52.78,17.68,2.65,29.5,보통,보통
2019-01-03 17,60.37,52.9,20.44,1.72,44.7,보통,나쁨
2019-01-03 18,66.95,52.86,24.87,0.55,43.39,보통,나쁨
2019-01-03 19,66.17,52.92,26.99,-0.02,39.52,보통,나쁨
2019-01-03 20,69.29,52.73,26.98,-0.38,39.3,보통,나쁨
2019-01-03 21,68.4,52.59,30.81,-1.28,37.52,보통,나쁨
2019-01-03 22,62.71,52.54,33.99,-1.97,36.2,보통,나쁨
2019-01-03 23,64.75,52.22,36.83,-2.54,40.8,보통,나쁨
2019-01-04 00,65.87,52.04,38.92,-3.14,42.78,보통,나쁨
2019-01-04 01,63.94,51.75,41.41,-3.72,40.36,보통,나쁨
2019-01-04 02,62.39,51.65,43.51,-4.25,40.55,보통,나쁨
2019-01-04 03,61.73,51.43,45.28,-4.65,40.76,보통,나쁨
2019-01-04 04,57.31,51.54,46.93,-4.97,39.25,보통,나쁨
2019-01-04 05,55.68,51.94,48.45,-5.28,38.64,보통,나쁨
2019-01-04 06,57.79,52.33,49.18,-5.46,41.32,보통,나쁨
2019-01-04 07,59.18,52.64,50.38,-5.63,41.39,보통,나쁨
2019-01-04 08,64.15,53.05,49.33,-5.29,45.17,보통,나쁨
2019-01-04 09,72.13,53.38,44.86,-3.67,51.12,보통,나쁨
2019-01-04 10,73.76,53.21,37.71,-1.62,51.63,보통,나쁨
2019-01-04 11,75.36,52.85,32.16,-0.15,52.34,보통,나쁨
2019-01-04 12,77.31,53.05,31.58,1.02,56.82,보통,나쁨
2019-01-04 13,77.52,53.2,31.91,2.67,59.77,보통,나쁨
2019-01-04 14,82.89,53.0,33.58,4.49,65.29,나쁨,나쁨
2019-01-04 15,84.24,52.89,38.91,4.63,63.79,나쁨,나쁨
2019-01-04 16,87.15,53.04,44.64,3.88,66.17,나쁨,나쁨
2019-01-04 17,83.48,52.93,53.21,3.36,62.89,나쁨,나쁨
2019-01-04 18,81.83,52.96,61.11,3.07,64.22,나쁨,나쁨
2019-01-04 19,72.55,53.03,65.0,2.64,57.16,보통,나쁨
2019-01-04 20,68.56,52.76,67.08,2.72,50.95,보통,나쁨
2019-01-04 21,70.58,52.55,68.56,2.5,53.22,보통,나쁨
2019-01-04 22,74.35,52.67,68.21,2.37,56.84,보통,나쁨
2019-01-04 23,96.75,52.24,64.64,2.45,73.44,나쁨,나쁨
2019-01-05 00,116.95,51.91,63.56,1.86,89.3,나쁨,매우 나쁨
2019-01-05 01,149.55,51.86,58.32,1.19,116.56,나쁨,매우 나쁨
2019-01-05 02,210.19,51.69,51.65,0.4,165.84,매우나쁨,매우 나쁨
2019-01-05 03,204.0,51.57,53.65,-0.51,156.86,매우나쁨,매우 나쁨
2019-01-05 04,192.13,51.39,52.92,-1.23,149.99,매우나쁨,매우 나쁨
2019-01-05 05,185.02,51.63,49.58,-1.83,142.81,매우나쁨,매우 나쁨
2019-01-05 06,165.4,51.75,45.54,-2.29,127.7,매우나쁨,매우 나쁨
2019-01-05 07,139.96,51.93,44.68,-2.87,109.67,나쁨,매우 나쁨
2019-01-05 08,123.95,52.47,44.41,-2.92,94.34,나쁨,매우 나쁨
2019-01-05 09,89.06,52.88,36.34,-2.04,63.1,나쁨,나쁨
2019-01-05 10,80.41,52.84,28.15,-1.05,56.92,보통,나쁨
2019-01-05 11,73.85,52.63,23.56,0.13,49.9,보통,나쁨
2019-01-05 12,67.25,52.62,23.93,0.98,44.35,보통,나쁨
2019-01-05 13,64.38,52.71,22.39,1.37,43.56,보통,나쁨
2019-01-05 14,65.11,52.5,20.34,1.65,46.18,보통,나쁨
2019-01-05 15,62.05,52.46,16.97,1.88,42.92,보통,나쁨
2019-01-05 16,59.73,52.51,16.45,1.69,37.08,보통,나쁨
2019-01-05 17,54.93,52.6,17.73,0.89,28.62,보통,보통
2019-01-05 18,54.41,52.49,19.65,0.1,27.06,보통,보통
2019-01-05 19,52.67,52.65,21.24,-0.44,24.53,보통,보통
2019-01-05 20,54.5,52.51,23.18,-0.93,21.61,보통,보통
2019-01-05 21,58.8,52.44,22.99,-1.37,23.04,보통,보통
2019-01-05 22,63.47,52.45,24.59,-1.99,25.16,보통,보통
2019-01-05 23,66.76,52.17,25.44,-2.51,23.11,보통,보통
2019-01-06 00,71.53,52.04,27.52,-3.16,25.4,보통,보통
2019-01-06 01,69.29,51.88,30.19,-3.76,25.85,보통,보통
2019-01-06 02,71.0,51.67,31.23,-4.08,28.15,보통,보통
2019-01-06 03,71.21,51.56,31.44,-4.1,30.29,보통,보통
2019-01-06 04,73.19,51.47,31.06,-4.06,33.26,보통,보통
2019-01-06 05,75.0,51.45,32.23,-4.17,34.57,보통,보통
2019-01-06 06,76.88,51.53,32.82,-4.15,37.95,보통,나쁨
2019-01-06 07,76.22,51.72,34.17,-4.32,36.18,보통,나쁨
2019-01-06 08,75.51,52.2,34.42,-4.26,38.03,보통,나쁨
2019-01-06 09,75.17,52.47,33.18,-3.44,36.5,보통,나쁨
2019-01-06 10,73.98,52.52,29.32,-1.95,38.45,보통,나쁨
2019-01-06 11,71.47,52.33,23.82,0.09,39.72,보통,나쁨
2019-01-06 12,74.31,52.47,23.0,1.53,42.36,보통,나쁨
2019-01-06 13,72.89,52.4,20.59,2.47,39.3,보통,나쁨
2019-01-06 14,72.72,52.31,17.47,2.98,42.59,보통,나쁨
2019-01-06 15,76.07,52.37,16.4,2.98,45.04,보통,나쁨
2019-01-06 16,71.59,52.4,17.55,2.53,41.07,보통,나쁨
2019-01-06 17,63.66,52.53,22.79,1.48,34.89,보통,보통
2019-01-06 18,62.19,52.57,25.53,0.6,34.04,보통,보통
2019-01-06 19,60.77,52.51,29.16,-0.08,30.64,보통,보통
2019-01-06 20,54.19,52.39,32.45,-0.83,26.24,보통,보통
2019-01-06 21,53.55,52.35,34.65,-1.43,28.0,보통,보통
2019-01-06 22,57.82,52.2,37.36,-1.95,31.29,보통,보통
2019-01-06 23,56.86,51.98,40.25,-2.62,30.67,보통,보통
2019-01-07 00,59.51,51.72,41.99,-3.14,33.06,보통,보통
2019-01-07 01,57.13,51.4,43.88,-3.67,32.28,보통,보통
2019-01-07 02,51.51,51.28,45.48,-4.13,29.94,보통,보통
2019-01-07 03,50.8,51.14,46.79,-4.54,31.73,보통,보통
2019-01-07 04,52.32,51.34,48.54,-4.88,34.74,보통,보통
2019-01-07 05,53.71,51.9,49.79,-5.24,37.0,보통,나쁨
2019-01-07 06,56.31,52.31,51.01,-5.34,39.99,보통,나쁨
2019-01-07 07,62.06,52.62,52.58,-5.54,42.31,보통,나쁨
2019-01-07 08,68.33,53.05,52.5,-5.21,46.61,보통,나쁨
2019-01-07 09,71.0,53.3,47.68,-3.59,46.3,보통,나쁨
2019-01-07 10,76.21,53.25,41.14,-1.49,48.9,보통,나쁨
2019-01-07 11,79.29,52.9,34.36,0.92,52.32,보통,나쁨
2019-01-07 12,80.87,52.81,27.27,2.59,57.01,보통,나쁨
2019-01-07 13,83.17,52.8,23.48,3.21,59.42,나쁨,나쁨
2019-01-07 14,85.36,52.82,24.5,3.47,61.7,나쁨,나쁨
2019-01-07 15,81.51,52.78,24.09,3.94,59.77,나쁨,나쁨
2019-01-07 16,79.96,52.7,25.06,3.57,57.98,보통,나쁨
2019-01-07 17,77.04,52.68,27.28,2.66,55.26,보통,나쁨
2019-01-07 18,74.48,52.68,30.3,2.18,54.05,보통,나쁨
2019-01-07 19,75.43,52.61,33.32,1.92,49.42,보통,나쁨
2019-01-07 20,77.74,52.59,38.95,1.56,51.13,보통,나쁨
2019-01-07 21,79.17,52.36,45.34,1.16,54.63,보통,나쁨
2019-01-07 22,80.27,52.26,41.25,0.77,55.39,보통,나쁨
2019-01-07 23,79.39,51.83,31.91,0.53,54.16,보통,나쁨
2019-01-08 00,75.37,51.59,28.62,0.22,51.37,보통,나쁨
2019-01-08 01,58.3,51.31,26.78,-0.2,35.97,보통,보통
2019-01-08 02,49.62,51.19,26.52,-0.87,25.52,보통,보통
2019-01-08 03,45.34,51.11,28.46,-1.49,23.96,보통,보통
2019-01-08 04,37.65,51.17,29.61,-2.08,25.72,보통,보통
2019-01-08 05,40.94,51.55,32.69,-2.7,27.77,보통,보통
2019-01-08 06,44.84,52.03,36.08,-3.33,30.1,보통,보통
2019-01-08 07,49.77,52.27,38.68,-3.77,31.7,보통,보통
2019-01-08 08,56.67,52.73,40.33,-3.81,35.68,보통,보통
2019-01-08 09,64.94,53.02,33.64,-2.06,37.34,보통,나쁨
2019-01-08 10,65.13,52.89,26.02,-0.69,35.2,보통,보통
2019-01-08 11,63.13,52.78,24.47,0.05,36.41,보통,나쁨
2019-01-08 12,59.94,52.76,21.85,0.84,39.12,보통,나쁨
2019-01-08 13,58.0,52.8,18.96,1.07,41.18,보통,나쁨
2019-01-08 14,61.76,52.88,16.4,1.3,45.74,보통,나쁨
2019-01-08 15,68.7,52.98,15.66,1.38,45.7,보통,나쁨
2019-01-08 16,68.18,53.05,15.96,1.02,31.43,보통,보통
2019-01-08 17,64.26,52.92,15.54,0.04,20.36,보통,보통
2019-01-08 18,65.39,52.99,15.5,-0.99,18.76,보통,보통
2019-01-08 19,57.27,52.93,20.02,-2.32,14.36,보통,좋음
2019-01-08 20,51.31,52.82,27.5,-3.74,12.45,보통,좋음
2019-01-08 21,53.56,52.54,26.69,-4.18,14.24,보통,좋음
2019-01-08 22,59.12,52.43,25.81,-4.42,19.2,보통,보통
2019-01-08 23,59.29,52.18,25.48,-4.7,17.69,보통,보통
2019-01-09 00,59.2,52.02,25.74,-5.04,18.48,보통,보통
2019-01-09 01,59.48,51.75,25.93,-5.34,20.72,보통,보통
2019-01-09 02,60.53,51.56,26.16,-5.65,22.89,보통,보통
2019-01-09 03,56.98,51.46,27.04,-6.09,23.4,보통,보통
2019-01-09 04,57.49,51.63,27.8,-6.45,24.59,보통,보통
2019-01-09 05,55.59,51.93,30.2,-6.91,24.31,보통,보통
2019-01-09 06,56.27,52.34,32.24,-7.12,23.92,보통,보통
2019-01-09 07,60.36,52.7,35.4,-7.62,26.25,보통,보통
2019-01-09 08,61.72,53.22,35.75,-7.54,30.26,보통,보통
2019-01-09 09,66.22,53.48,32.17,-6.09,33.2,보통,보통
2019-01-09 10,67.76,53.11,26.18,-3.93,30.11,보통,보통
2019-01-09 11,68.34,52.93,22.51,-2.39,28.52,보통,보통
2019-01-09 12,68.65,52.9,20.49,-1.58,30.85,보통,보통
2019-01-09 13,69.02,52.77,16.66,-0.36,31.18,보통,보통
2019-01-09 14,68.38,52.77,15.1,0.57,32.27,보통,보통
2019-01-09 15,64.17,52.68,14.76,1.02,29.08,보통,보통
2019-01-09 16,65.38,52.78,15.02,0.98,29.75,보통,보통
2019-01-09 17,65.03,52.75,17.03,0.21,31.75,보통,보통
2019-01-09 18,68.4,52.68,20.76,-0.61,33.67,보통,보통
2019-01-09 19,69.85,52.64,24.08,-1.3,34.61,보통,보통
2019-01-09 20,77.18,52.48,26.08,-2.03,39.67,보통,나쁨
2019-01-09 21,79.36,52.37,27.04,-2.45,40.4,보통,나쁨
2019-01-09 22,78.12,52.26,27.83,-2.58,40.91,보통,나쁨
2019-01-09 23,76.43,51.98,28.8,-2.64,40.52,보통,나쁨
2019-01-10 00,78.41,51.77,29.42,-2.57,43.23,보통,나쁨
2019-01-10 01,79.93,51.46,29.53,-2.5,43.61,보통,나쁨
2019-01-10 02,81.29,51.29,29.11,-2.5,48.04,나쁨,나쁨
2019-01-10 03,82.57,51.08,30.03,-2.69,47.06,나쁨,나쁨
2019-01-10 04,83.82,51.15,30.45,-2.63,47.86,나쁨,나쁨
2019-01-10 05,83.58,51.51,31.05,-2.71,50.0,나쁨,나쁨
2019-01-10 06,86.49,51.89,32.17,-2.98,56.06,나쁨,나쁨
2019-01-10 07,88.82,52.15,32.39,-2.84,54.07,나쁨,나쁨
2019-01-10 08,90.68,52.54,32.32,-2.58,56.31,나쁨,나쁨
2019-01-10 09,86.95,52.9,29.29,-1.55,51.98,나쁨,나쁨
2019-01-10 10,85.03,52.89,27.05,-0.73,50.82,나쁨,나쁨
2019-01-10 11,82.93,52.73,25.39,0.93,49.55,나쁨,나쁨
2019-01-10 12,81.58,52.72,28.9,3.07,48.04,나쁨,나쁨
2019-01-10 13,82.37,52.65,32.14,4.39,48.96,나쁨,나쁨
2019-01-10 14,73.82,52.64,35.01,4.39,47.61,보통,나쁨
2019-01-10 15,66.22,52.75,38.82,4.2,44.99,보통,나쁨
2019-01-10 16,65.1,52.84,42.65,3.89,44.24,보통,나쁨
2019-01-10 17,60.96,52.79,45.84,3.45,38.75,보통,나쁨
2019-01-10 18,56.11,52.67,50.54,3.06,33.88,보통,보통
2019-01-10 19,57.02,52.9,55.86,2.81,34.22,보통,보통
2019-01-10 20,58.57,52.82,59.47,2.75,34.6,보통,보통
2019-01-10 21,58.54,52.56,60.98,2.69,34.87,보통,보통
2019-01-10 22,59.99,52.41,61.65,2.74,37.53,보통,나쁨
2019-01-10 23,62.08,52.08,62.64,2.62,41.2,보통,나쁨
2019-01-11 00,65.53,51.72,62.92,2.39,44.78,보통,나쁨
2019-01-11 01,67.17,51.49,64.59,1.63,45.2,보통,나쁨
2019-01-11 02,67.58,51.24,64.88,1.5,46.23,보통,나쁨
2019-01-11 03,67.36,51.12,65.42,1.43,45.37,보통,나쁨
2019-01-11 04,68.37,51.07,65.99,1.19,46.28,보통,나쁨
2019-01-11 05,68.57,51.52,66.72,1.06,47.5,보통,나쁨
2019-01-11 06,68.23,51.86,67.07,1.05,49.52,보통,나쁨
2019-01-11 07,69.68,52.26,68.31,0.81,48.76,보통,나쁨
2019-01-11 08,73.07,52.72,68.62,0.68,51.33,보통,나쁨
2019-01-11 09,77.5,53.14,66.16,1.3,53.48,보통,나쁨
2019-01-11 10,82.82,53.1,59.2,2.68,56.12,나쁨,나쁨
2019-01-11 11,85.1,52.63,48.56,4.53,60.32,나쁨,나쁨
2019-01-11 12,87.73,52.65,42.34,5.88,65.79,나쁨,나쁨
2019-01-11 13,89.05,52.48,38.91,6.56,64.26,나쁨,나쁨
2019-01-11 14,91.99,52.44,35.22,7.16,65.71,나쁨,나쁨
2019-01-11 15,92.38,52.43,34.87,7.0,65.09,나쁨,나쁨
2019-01-11 16,90.04,52.6,35.36,6.61,62.81,나쁨,나쁨
2019-01-11 17,90.05,52.42,36.12,5.92,61.92,나쁨,나쁨
2019-01-11 18,88.7,52.39,38.48,5.33,61.85,나쁨,나쁨
2019-01-11 19,88.23,52.43,40.08,4.88,60.53,나쁨,나쁨
2019-01-11 20,89.25,52.39,42.65,3.97,57.48,나쁨,나쁨
2019-01-11 21,91.46,52.25,45.4,3.25,60.84,나쁨,나쁨
2019-01-11 22,91.94,52.26,47.4,2.79,66.44,나쁨,나쁨
2019-01-11 23,90.55,52.11,48.32,2.72,65.95,나쁨,나쁨
2019-01-12 00,93.33,51.89,49.28,2.57,70.33,나쁨,나쁨
2019-01-12 01,96.58,51.55,49.22,2.58,70.42,나쁨,나쁨
2019-01-12 02,101.34,51.32,49.57,2.45,76.98,나쁨,매우 나쁨
2019-01-12 03,101.36,51.16,49.59,2.39,75.77,나쁨,나쁨
2019-01-12 04,107.25,51.12,49.8,2.44,81.49,나쁨,매우 나쁨
2019-01-12 05,120.32,51.26,50.19,2.46,89.8,나쁨,매우 나쁨
2019-01-12 06,135.66,51.4,50.7,2.33,100.39,나쁨,매우 나쁨
2019-01-12 07,132.68,51.59,51.48,2.13,97.41,나쁨,매우 나쁨
2019-01-12 08,138.61,52.09,52.21,2.12,106.99,나쁨,매우 나쁨
2019-01-12 09,155.55,52.52,48.69,3.18,122.83,매우나쁨,매우 나쁨
2019-01-12 10,164.97,52.52,44.17,4.46,129.06,매우나쁨,매우 나쁨
2019-01-12 11,149.57,52.18,38.5,6.24,112.91,나쁨,매우 나쁨
2019-01-12 12,143.81,52.08,34.49,7.82,109.42,나쁨,매우 나쁨
2019-01-12 13,145.98,52.12,33.38,8.26,110.55,나쁨,매우 나쁨
2019-01-12 14,133.55,51.99,30.24,8.91,103.31,나쁨,매우 나쁨
2019-01-12 15,122.85,51.99,32.74,8.77,95.76,나쁨,매우 나쁨
2019-01-12 16,111.79,52.08,31.38,8.07,87.54,나쁨,매우 나쁨
2019-01-12 17,95.46,52.0,32.83,6.94,68.67,나쁨,나쁨
2019-01-12 18,96.42,52.13,38.54,5.67,69.97,나쁨,나쁨
2019-01-12 19,100.8,52.17,39.87,4.69,70.83,나쁨,나쁨
2019-01-12 20,104.24,52.18,41.83,3.92,69.92,나쁨,나쁨
2019-01-12 21,103.95,52.17,44.86,3.05,73.84,나쁨,나쁨
2019-01-12 22,102.04,52.17,47.39,2.12,76.03,나쁨,매우 나쁨
2019-01-12 23,100.22,51.87,49.44,1.29,73.82,나쁨,나쁨
2019-01-13 00,98.68,51.74,50.97,0.7,74.62,나쁨,나쁨
2019-01-13 01,97.0,51.55,52.7,0.02,70.71,나쁨,나쁨
2019-01-13 02,97.0,51.31,54.28,-0.51,70.42,나쁨,나쁨
2019-01-13 03,101.66,51.13,56.6,-0.95,67.98,나쁨,나쁨
2019-01-13 04,106.47,51.04,58.19,-1.28,73.02,나쁨,나쁨
2019-01-13 05,119.93,51.18,58.98,-1.53,88.23,나쁨,매우 나쁨
2019-01-13 06,131.53,51.3,59.92,-1.84,100.11,나쁨,매우 나쁨
2019-01-13 07,122.76,51.47,60.93,-2.08,87.7,나쁨,매우 나쁨
2019-01-13 08,138.87,51.94,60.61,-1.89,98.71,나쁨,매우 나쁨
2019-01-13 09,133.16,52.18,54.72,-0.34,96.2,나쁨,매우 나쁨
2019-01-13 10,175.4,52.15,46.61,1.8,130.88,매우나쁨,매우 나쁨
2019-01-13 11,154.05,51.87,37.91,4.37,115.25,매우나쁨,매우 나쁨
2019-01-13 12,142.93,51.93,31.68,6.19,105.93,나쁨,매우 나쁨
2019-01-13 13,149.8,51.91,30.05,7.27,109.06,나쁨,매우 나쁨
2019-01-13 14,143.65,51.85,26.34,8.1,104.87,나쁨,매우 나쁨
2019-01-13 15,130.91,51.79,21.53,8.28,92.98,나쁨,매우 나쁨
2019-01-13 16,135.46,51.89,22.51,7.84,95.28,나쁨,매우 나쁨
2019-01-13 17,148.13,51.96,25.85,6.54,101.34,나쁨,매우 나쁨
2019-01-13 18,185.06,52.05,33.37,5.27,125.95,매우나쁨,매우 나쁨
2019-01-13 19,219.46,52.11,41.96,4.24,157.35,매우나쁨,매우 나쁨
2019-01-13 20,222.94,52.06,45.51,3.32,166.07,매우나쁨,매우 나쁨
2019-01-13 21,213.56,51.95,48.44,2.39,158.58,매우나쁨,매우 나쁨
2019-01-13 22,203.87,51.75,53.25,1.91,153.51,매우나쁨,매우 나쁨
2019-01-13 23,207.36,51.58,58.47,1.33,156.86,매우나쁨,매우 나쁨
2019-01-14 00,211.99,51.43,62.22,0.87,161.19,매우나쁨,매우 나쁨
2019-01-14 01,215.09,51.06,64.9,0.33,166.91,매우나쁨,매우 나쁨
2019-01-14 02,217.85,50.89,66.79,-0.18,167.44,매우나쁨,매우 나쁨
2019-01-14 03,229.3,50.76,67.93,-0.51,175.46,매우나쁨,매우 나쁨
2019-01-14 04,221.84,50.98,68.99,-0.92,174.43,매우나쁨,매우 나쁨
2019-01-14 05,222.7,51.47,69.8,-1.14,171.02,매우나쁨,매우 나쁨
2019-01-14 06,228.31,51.96,70.1,-1.25,172.99,매우나쁨,매우 나쁨
2019-01-14 07,235.18,52.2,71.2,-1.53,176.78,매우나쁨,매우 나쁨
2019-01-14 08,234.86,52.66,70.65,-1.33,182.02,매우나쁨,매우 나쁨
2019-01-14 09,244.26,52.93,66.73,-0.21,188.34,매우나쁨,매우 나쁨
2019-01-14 10,252.28,52.91,61.93,1.37,194.0,매우나쁨,매우 나쁨
2019-01-14 11,271.11,52.64,57.3,2.81,210.85,매우나쁨,매우 나쁨
2019-01-14 12,297.14,52.62,52.99,4.06,233.39,매우나쁨,매우 나쁨
2019-01-14 13,323.11,52.59,50.15,5.0,252.71,매우나쁨,매우 나쁨
2019-01-14 14,345.95,52.44,48.27,5.6,270.1,매우나쁨,매우 나쁨
2019-01-14 15,339.4,52.45,48.62,5.57,260.92,매우나쁨,매우 나쁨
2019-01-14 16,347.0,52.41,48.43,5.7,265.65,매우나쁨,매우 나쁨
2019-01-14 17,318.59,52.5,50.5,5.14,240.66,매우나쁨,매우 나쁨
2019-01-14 18,308.9,52.49,54.33,4.22,231.94,매우나쁨,매우 나쁨
2019-01-14 19,310.39,52.41,57.89,3.72,230.88,매우나쁨,매우 나쁨
2019-01-14 20,311.99,52.2,60.13,3.5,229.58,매우나쁨,매우 나쁨
2019-01-14 21,318.38,52.14,62.48,2.93,237.07,매우나쁨,매우 나쁨
2019-01-14 22,323.85,51.93,62.23,2.86,243.69,매우나쁨,매우 나쁨
2019-01-14 23,327.5,51.59,62.19,2.86,247.53,매우나쁨,매우 나쁨
2019-01-15 00,323.23,51.34,62.67,2.84,243.28,매우나쁨,매우 나쁨
2019-01-15 01,287.62,51.08,63.26,2.94,216.4,매우나쁨,매우 나쁨
2019-01-15 02,285.2,50.86,64.46,2.77,209.99,매우나쁨,매우 나쁨
2019-01-15 03,271.4,50.74,63.99,2.83,194.5,매우나쁨,매우 나쁨
2019-01-15 04,246.82,50.76,62.3,2.49,179.95,매우나쁨,매우 나쁨
2019-01-15 05,248.74,51.18,63.97,1.64,180.79,매우나쁨,매우 나쁨
2019-01-15 06,212.75,51.6,57.26,1.12,152.08,매우나쁨,매우 나쁨
2019-01-15 07,200.52,51.83,56.46,0.71,142.62,매우나쁨,매우 나쁨
2019-01-15 08,202.44,52.29,57.08,0.78,146.45,매우나쁨,매우 나쁨
2019-01-15 09,212.99,52.51,57.93,1.11,150.81,매우나쁨,매우 나쁨
2019-01-15 10,216.21,52.58,56.29,1.57,152.24,매우나쁨,매우 나쁨
2019-01-15 11,206.6,52.38,52.66,2.23,148.28,매우나쁨,매우 나쁨
2019-01-15 12,197.79,52.68,52.02,1.88,140.63,매우나쁨,매우 나쁨
2019-01-15 13,179.42,52.87,44.55,2.61,126.33,매우나쁨,매우 나쁨
2019-01-15 14,161.89,52.75,38.51,3.01,115.99,매우나쁨,매우 나쁨
2019-01-15 15,135.84,52.75,36.72,2.7,96.8,나쁨,매우 나쁨
2019-01-15 16,103.74,52.69,32.38,1.39,70.96,나쁨,나쁨
2019-01-15 17,94.08,52.66,27.89,-0.51,47.13,나쁨,나쁨
2019-01-15 18,96.07,52.71,26.51,-1.81,26.24,나쁨,보통
2019-01-15 19,82.89,52.73,34.23,-3.05,13.88,나쁨,좋음
2019-01-15 20,79.98,52.49,40.44,-4.11,11.27,보통,좋음
2019-01-15 21,85.35,52.49,42.29,-4.65,12.75,나쁨,좋음
2019-01-15 22,87.52,52.33,42.66,-5.06,15.33,나쁨,좋음
2019-01-15 23,94.91,52.08,42.99,-5.29,17.2,나쁨,보통
2019-01-16 00,100.16,51.94,43.05,-5.6,18.58,나쁨,보통
2019-01-16 01,84.7,51.62,42.83,-5.84,17.78,나쁨,보통
2019-01-16 02,81.82,51.43,42.92,-6.19,19.0,나쁨,보통
2019-01-16 03,82.42,51.26,42.93,-6.53,18.73,나쁨,보통
2019-01-16 04,78.58,51.42,42.77,-6.83,21.03,보통,보통
2019-01-16 05,76.05,51.71,42.19,-7.2,23.58,보통,보통
2019-01-16 06,75.97,52.16,42.41,-7.49,25.48,보통,보통
2019-01-16 07,74.85,52.55,43.77,-7.75,25.47,보통,보통
2019-01-16 08,72.49,52.98,43.2,-7.6,26.67,보통,보통
2019-01-16 09,73.52,53.22,37.68,-6.79,26.45,보통,보통
2019-01-16 10,70.93,53.04,30.97,-5.14,24.42,보통,보통
2019-01-16 11,68.53,52.71,28.33,-3.69,22.32,보통,보통
2019-01-16 12,66.05,52.78,24.14,-2.28,21.5,보통,보통
2019-01-16 13,62.21,52.73,17.8,-1.45,23.98,보통,보통
2019-01-16 14,62.34,52.69,15.83,-1.17,32.2,보통,보통
2019-01-16 15,60.04,52.91,16.68,-0.97,33.47,보통,보통
2019-01-16 16,55.39,52.78,21.98,-0.64,30.61,보통,보통
2019-01-16 17,52.56,52.74,26.21,-1.25,29.19,보통,보통
2019-01-16 18,55.26,52.69,27.93,-1.51,31.93,보통,보통
2019-01-16 19,55.15,52.7,30.99,-1.34,29.62,보통,보통
2019-01-16 20,56.87,52.58,37.1,-1.35,27.35,보통,보통
2019-01-16 21,47.01,52.54,46.31,-1.33,24.06,보통,보통
2019-01-16 22,44.35,52.2,54.02,-1.25,22.21,보통,보통
2019-01-16 23,43.07,51.82,59.99,-1.06,20.67,보통,보통
2019-01-17 00,40.26,51.57,62.05,-1.06,22.53,보통,보통
2019-01-17 01,38.98,51.31,64.05,-1.19,23.53,보통,보통
2019-01-17 02,39.67,51.05,66.0,-1.23,25.13,보통,보통
2019-01-17 03,39.37,50.79,66.8,-1.28,25.21,보통,보통
2019-01-17 04,42.33,50.87,68.15,-1.56,27.58,보통,보통
2019-01-17 05,43.02,51.33,69.92,-1.99,27.36,보통,보통
2019-01-17 06,47.3,51.81,71.76,-2.46,30.71,보통,보통
2019-01-17 07,50.28,52.19,73.11,-2.78,33.37,보통,보통
2019-01-17 08,56.15,52.79,72.31,-2.58,37.53,보통,나쁨
2019-01-17 09,61.28,52.96,64.97,-0.89,39.76,보통,나쁨
2019-01-17 10,68.44,52.63,45.69,1.65,41.62,보통,나쁨
2019-01-17 11,69.83,52.25,27.43,2.98,38.31,보통,나쁨
2019-01-17 12,66.33,52.18,19.86,3.95,34.44,보통,보통
2019-01-17 13,64.7,52.27,18.19,4.31,33.6,보통,보통
2019-01-17 14,66.94,52.35,18.39,4.39,37.86,보통,나쁨
2019-01-17 15,62.0,52.46,19.07,4.25,36.4,보통,나쁨
2019-01-17 16,63.82,52.41,17.92,4.29,36.59,보통,나쁨
2019-01-17 17,67.0,52.41,18.91,3.75,37.82,보통,나쁨
2019-01-17 18,66.69,52.45,20.79,3.11,36.6,보통,나쁨
