날짜,미세먼지(PM-10),소음(db),온도(℃),습도(%),초미세먼지(PM-2.5),PM10단계,PM25단계
2019-01-25 01,45.04,52.01,1.41,44.89,27.3,보통,보통
2019-01-25 02,52.03,51.43,1.34,42.03,32.42,보통,보통
2019-01-25 03,56.01,51.05,1.06,37.56,33.42,보통,보통
2019-01-25 04,54.75,51.24,0.5,30.78,29.68,보통,보통
2019-01-25 05,58.1,52.04,0.04,22.96,32.05,보통,보통
2019-01-25 06,61.55,52.97,-0.23,22.63,33.35,보통,보통
2019-01-25 07,57.95,53.73,-0.37,25.3,31.9,보통,보통
2019-01-25 08,54.55,53.94,-0.13,26.47,31.02,보통,보통
2019-01-25 09,63.42,53.98,0.86,23.25,34.59,보통,보통
2019-01-25 10,72.78,54.02,1.69,22.17,35.46,보통,보통
2019-01-25 11,76.62,54.24,2.18,20.75,35.11,보통,보통
2019-01-25 12,86.09,54.32,2.62,20.55,40.88,나쁨,나쁨
2019-01-25 13,90.57,53.94,3.13,18.28,48.45,나쁨,나쁨
2019-01-25 14,95.27,53.91,3.45,17.05,48.89,나쁨,나쁨
2019-01-25 15,91.79,54.07,3.49,15.55,38.24,나쁨,나쁨
2019-01-25 16,84.97,53.91,2.85,15.76,33.95,나쁨,보통
2019-01-25 17,95.78,53.73,1.99,16.73,40.84,나쁨,나쁨
2019-01-25 18,81.54,53.63,1.29,19.24,33.26,나쁨,보통
2019-01-25 19,87.33,53.64,0.62,19.87,32.74,나쁨,보통
2019-01-25 20,88.97,53.54,-0.04,19.8,28.53,나쁨,보통
2019-01-25 21,89.34,53.54,-0.52,20.72,22.41,나쁨,보통
2019-01-25 22,90.76,53.54,-0.88,20.52,18.66,나쁨,보통
2019-01-25 23,91.97,53.06,-1.1,20.32,20.58,나쁨,보통
2019-01-26 00,90.33,52.54,-1.4,20.95,19.61,나쁨,보통
2019-01-26 01,91.64,52.05,-1.85,22.47,21.46,나쁨,보통
2019-01-26 02,103.73,51.81,-2.36,24.69,27.72,나쁨,보통
2019-01-26 03,97.85,51.63,-2.86,26.6,32.6,나쁨,보통
2019-01-26 04,93.21,51.43,-3.22,27.25,34.86,나쁨,보통
2019-01-26 05,83.04,52.0,-3.49,27.94,33.15,나쁨,보통
2019-01-26 06,77.14,52.58,-3.9,28.6,35.0,보통,보통
2019-01-26 07,78.11,53.03,-3.99,29.14,35.43,보통,보통
2019-01-26 08,78.43,53.66,-4.05,29.5,35.18,보통,보통
2019-01-26 09,77.62,53.95,-3.23,27.74,37.71,보통,나쁨
2019-01-26 10,80.96,54.18,-1.45,24.17,35.96,보통,보통
2019-01-26 11,84.54,54.39,-0.02,21.95,36.27,나쁨,나쁨
2019-01-26 12,87.81,55.65,0.53,21.43,38.84,나쁨,나쁨
2019-01-26 13,89.32,55.52,1.41,20.24,47.36,나쁨,나쁨
2019-01-26 14,98.98,56.16,2.29,18.85,53.29,나쁨,나쁨
2019-01-26 15,97.38,56.55,3.02,17.99,49.53,나쁨,나쁨
2019-01-26 16,97.51,56.98,2.75,18.67,50.3,나쁨,나쁨
2019-01-26 17,99.58,56.44,2.38,21.28,45.65,나쁨,나쁨
2019-01-26 18,98.71,54.09,1.95,23.48,40.86,나쁨,나쁨
2019-01-26 19,92.1,54.28,1.58,25.59,43.44,나쁨,나쁨
2019-01-26 20,91.49,54.51,0.85,27.84,41.24,나쁨,나쁨
2019-01-26 21,95.85,53.34,0.25,29.63,41.81,나쁨,나쁨
2019-01-26 22,95.76,53.14,-0.07,31.03,39.25,나쁨,나쁨
2019-01-26 23,98.77,52.79,-0.69,34.07,45.08,나쁨,나쁨
2019-01-27 00,97.78,52.21,-1.15,36.61,45.33,나쁨,나쁨
2019-01-27 01,91.45,51.89,-1.67,39.38,41.9,나쁨,나쁨
2019-01-27 02,90.9,51.55,-1.98,40.12,41.48,나쁨,나쁨
2019-01-27 03,81.54,51.15,-2.33,40.56,38.03,나쁨,나쁨
2019-01-27 04,75.38,50.97,-2.79,41.69,34.85,보통,보통
2019-01-27 05,71.36,51.37,-2.93,42.12,34.64,보통,보통
2019-01-27 06,64.92,52.03,-3.11,43.84,32.9,보통,보통
2019-01-27 07,67.01,52.45,-3.37,43.79,34.22,보통,보통
2019-01-27 08,81.64,53.02,-2.76,43.43,42.35,나쁨,나쁨
2019-01-27 09,93.71,53.55,-0.82,39.8,47.51,나쁨,나쁨
2019-01-27 10,102.25,54.73,1.15,35.7,47.99,나쁨,나쁨
2019-01-27 11,95.32,55.59,2.76,29.15,47.67,나쁨,나쁨
2019-01-27 12,83.47,55.93,4.18,29.57,46.63,나쁨,나쁨
2019-01-27 13,96.98,54.29,4.79,31.02,51.99,나쁨,나쁨
2019-01-27 14,93.3,54.81,5.41,35.76,53.29,나쁨,나쁨
2019-01-27 15,79.9,55.0,5.29,40.41,47.11,보통,나쁨
2019-01-27 16,57.96,54.7,4.88,45.71,35.52,보통,보통
2019-01-27 17,41.91,54.14,4.66,51.37,21.32,보통,보통
2019-01-27 18,39.08,53.6,4.59,52.57,18.15,보통,보통
2019-01-27 19,37.68,53.47,4.55,52.34,17.94,보통,보통
2019-01-27 20,36.64,53.36,4.53,53.04,15.84,보통,좋음
2019-01-27 21,38.28,53.06,4.44,55.64,19.65,보통,보통
2019-01-27 22,39.91,52.9,4.28,59.41,21.29,보통,보통
2019-01-27 23,39.63,52.32,4.3,60.96,20.46,보통,보통
2019-01-28 00,37.0,51.7,4.43,61.16,19.2,보통,보통
2019-01-28 01,42.26,51.15,4.45,63.49,19.42,보통,보통
2019-01-28 02,44.19,50.72,4.29,70.01,21.52,보통,보통
2019-01-28 03,52.52,50.57,4.46,68.56,27.27,보통,보통
2019-01-28 04,60.24,51.09,4.67,66.09,28.96,보통,보통
2019-01-28 05,64.3,52.12,4.63,64.54,27.99,보통,보통
2019-01-28 06,72.0,53.15,4.35,60.71,31.45,보통,보통
2019-01-28 07,78.26,53.83,3.54,61.04,39.97,보통,나쁨
2019-01-28 08,87.08,54.05,2.35,56.27,48.94,나쁨,나쁨
2019-01-28 09,91.15,54.19,2.33,40.39,52.01,나쁨,나쁨
2019-01-28 10,94.45,54.1,2.68,24.44,53.5,나쁨,나쁨
2019-01-28 11,92.97,54.1,3.28,19.43,41.47,나쁨,나쁨
2019-01-28 12,91.04,54.19,3.79,18.03,23.15,나쁨,보통
2019-01-28 13,93.02,53.96,4.41,16.54,14.7,나쁨,좋음
2019-01-28 14,91.65,53.88,4.97,15.21,11.56,나쁨,좋음
2019-01-28 15,88.92,53.78,5.29,14.45,10.52,나쁨,좋음
2019-01-28 16,92.07,53.63,4.74,14.68,9.22,나쁨,좋음
2019-01-28 17,93.05,53.67,3.89,16.13,10.01,나쁨,좋음
2019-01-28 18,94.26,53.63,3.04,19.26,10.22,나쁨,좋음
2019-01-28 19,97.04,53.78,2.02,22.2,12.05,나쁨,좋음
2019-01-28 20,95.5,53.65,1.21,23.94,12.15,나쁨,좋음
2019-01-28 21,93.02,53.53,0.92,23.81,11.37,나쁨,좋음
2019-01-28 22,92.26,53.39,0.54,23.49,12.22,나쁨,좋음
2019-01-28 23,90.08,52.89,0.32,23.39,14.2,나쁨,좋음
2019-01-29 00,84.58,52.17,0.07,24.71,14.99,나쁨,좋음
2019-01-29 01,83.0,51.74,-0.37,26.1,15.83,나쁨,좋음
2019-01-29 02,83.25,51.31,-1.01,28.27,16.48,나쁨,보통
2019-01-29 03,79.97,51.04,-1.38,29.39,15.69,보통,좋음
2019-01-29 04,79.6,51.27,-1.42,30.08,15.47,보통,좋음
2019-01-29 05,80.18,52.07,-1.63,31.3,17.74,보통,보통
2019-01-29 06,78.42,53.25,-1.83,33.69,17.04,보통,보통
2019-01-29 07,76.77,53.81,-1.75,34.36,18.82,보통,보통
2019-01-29 08,79.04,54.04,-1.29,32.18,21.82,보통,보통
2019-01-29 09,86.05,54.07,0.14,28.57,22.72,나쁨,보통
2019-01-29 10,82.21,54.12,1.75,25.76,20.17,나쁨,보통
2019-01-29 11,82.24,53.89,3.33,22.68,20.81,나쁨,보통
2019-01-29 12,86.74,54.93,4.7,20.1,23.52,나쁨,보통
2019-01-29 13,85.41,53.85,5.92,18.08,24.49,나쁨,보통
2019-01-29 14,83.69,53.88,6.91,16.8,26.44,나쁨,보통
2019-01-29 15,82.06,53.79,7.27,16.29,26.92,나쁨,보통
2019-01-29 16,82.22,53.91,7.23,15.94,32.0,나쁨,보통
2019-01-29 17,82.13,53.99,5.63,21.42,34.55,나쁨,보통
2019-01-29 18,84.48,54.17,3.91,33.88,36.43,나쁨,나쁨
2019-01-29 19,88.49,53.65,3.17,37.59,36.45,나쁨,나쁨
2019-01-29 20,86.43,53.51,2.95,37.48,32.29,나쁨,보통
2019-01-29 21,86.57,53.51,2.99,35.03,32.89,나쁨,보통
2019-01-29 22,96.22,53.46,2.55,36.53,37.78,나쁨,나쁨
2019-01-29 23,75.11,53.03,2.25,39.04,31.97,보통,보통
2019-01-30 00,76.63,52.42,1.91,40.52,33.75,보통,보통
2019-01-30 01,75.48,51.83,1.86,41.49,30.77,보통,보통
2019-01-30 02,75.62,51.34,1.99,40.8,31.03,보통,보통
2019-01-30 03,74.41,50.94,1.97,39.65,32.95,보통,보통
2019-01-30 04,84.43,51.17,1.43,40.57,37.83,나쁨,나쁨
2019-01-30 05,103.25,52.07,1.23,41.45,49.09,나쁨,나쁨
2019-01-30 06,91.91,53.15,1.12,42.34,46.91,나쁨,나쁨
2019-01-30 07,74.0,53.77,0.93,43.59,37.73,보통,나쁨
2019-01-30 08,75.04,54.36,1.42,42.96,38.92,보통,나쁨
2019-01-30 09,78.22,54.32,2.98,38.83,39.06,보통,나쁨
2019-01-30 10,78.16,54.21,4.74,36.22,39.03,보통,나쁨
2019-01-30 11,84.66,54.38,5.51,40.17,42.41,나쁨,나쁨
2019-01-30 12,95.05,54.54,6.56,42.25,47.92,나쁨,나쁨
2019-01-30 13,89.42,54.24,7.45,41.35,44.56,나쁨,나쁨
2019-01-30 14,90.51,54.47,8.16,37.89,40.1,나쁨,나쁨
2019-01-30 15,100.39,54.34,7.96,38.73,39.75,나쁨,나쁨
2019-01-30 16,77.78,53.97,7.63,40.17,31.23,보통,보통
2019-01-30 17,78.7,53.94,6.52,49.36,34.94,보통,보통
2019-01-30 18,84.16,53.64,5.84,53.94,40.47,나쁨,나쁨
2019-01-30 19,76.96,53.8,5.33,56.52,36.43,보통,나쁨
2019-01-30 20,68.65,53.69,4.87,58.88,32.39,보통,보통
2019-01-30 21,72.48,53.52,4.52,61.59,36.73,보통,나쁨
2019-01-30 22,67.93,53.53,4.43,63.68,35.15,보통,보통
2019-01-30 23,70.01,53.14,4.35,63.8,35.14,보통,보통
2019-01-31 00,77.38,52.32,3.99,61.6,38.44,보통,나쁨
2019-01-31 01,81.2,51.88,3.48,56.72,42.14,나쁨,나쁨
2019-01-31 02,84.03,51.31,2.94,50.91,42.25,나쁨,나쁨
2019-01-31 03,87.53,50.93,2.34,45.12,39.43,나쁨,나쁨
2019-01-31 04,87.81,51.12,1.88,36.69,36.75,나쁨,나쁨
2019-01-31 05,85.79,51.97,1.7,34.46,35.76,나쁨,보통
2019-01-31 06,84.85,52.92,1.21,30.31,33.33,나쁨,보통
2019-01-31 07,80.85,53.56,0.9,27.64,25.77,보통,보통
2019-01-31 08,90.6,53.71,0.8,24.79,24.24,나쁨,보통
2019-01-31 09,114.11,53.84,0.67,22.97,30.1,나쁨,보통
2019-01-31 10,100.93,53.86,0.43,20.47,24.36,나쁨,보통
2019-01-31 11,80.21,53.87,0.41,19.51,16.56,보통,보통
2019-01-31 12,84.77,54.25,0.26,18.44,15.72,나쁨,좋음
2019-01-31 13,85.67,53.93,0.94,16.88,16.88,나쁨,보통
2019-01-31 14,88.24,53.34,1.7,15.08,16.67,나쁨,보통
2019-01-31 15,75.39,53.68,1.65,14.32,19.14,보통,보통
2019-01-31 16,48.79,53.39,1.08,14.61,24.83,보통,보통
2019-01-31 17,72.88,53.22,0.17,14.7,20.81,보통,보통
2019-01-31 18,107.77,53.17,-0.8,14.85,16.04,나쁨,보통
2019-01-31 19,88.02,53.26,-1.75,16.27,18.31,나쁨,보통
2019-01-31 20,86.25,53.3,-2.4,16.61,18.84,나쁨,보통
2019-01-31 21,87.11,53.34,-2.99,21.07,20.33,나쁨,보통
2019-01-31 22,84.64,53.3,-3.58,24.32,19.32,나쁨,보통
2019-01-31 23,78.33,52.84,-3.85,25.42,17.31,보통,보통
2019-02-01 00,86.68,52.18,-3.95,26.3,20.33,나쁨,보통
2019-02-01 01,107.58,51.69,-4.02,28.24,27.36,나쁨,보통
2019-02-01 02,97.19,51.31,-4.13,30.59,26.27,나쁨,보통
2019-02-01 03,85.81,50.88,-4.33,32.58,26.89,나쁨,보통
2019-02-01 04,78.89,51.13,-4.25,34.82,26.65,보통,보통
2019-02-01 05,73.79,52.04,-4.16,37.04,24.57,보통,보통
2019-02-01 06,62.61,52.97,-4.0,38.32,21.98,보통,보통
2019-02-01 07,57.51,53.56,-3.93,38.84,25.95,보통,보통
2019-02-01 08,64.73,53.63,-3.17,37.23,31.42,보통,보통
2019-02-01 09,81.92,53.89,-1.14,31.68,40.17,나쁨,나쁨
2019-02-01 10,100.07,53.5,0.64,27.48,45.0,나쁨,나쁨
2019-02-01 11,101.85,53.75,1.61,26.77,37.78,나쁨,나쁨
2019-02-01 12,84.97,53.7,2.69,31.32,34.98,나쁨,보통
2019-02-01 13,99.09,53.71,3.51,34.77,44.39,나쁨,나쁨
2019-02-01 14,103.09,53.84,3.45,36.99,48.29,나쁨,나쁨
2019-02-01 15,103.94,53.57,3.35,40.61,42.21,나쁨,나쁨
2019-02-01 16,84.87,53.62,3.33,44.52,31.7,나쁨,보통
2019-02-01 17,61.19,53.32,3.2,50.87,25.03,보통,보통
2019-02-01 18,59.67,53.36,2.46,67.7,23.72,보통,보통
2019-02-01 19,58.28,53.39,2.6,58.77,26.32,보통,보통
2019-02-01 20,58.19,53.09,2.84,50.55,32.19,보통,보통
2019-02-01 21,69.47,53.14,2.85,46.13,38.15,보통,나쁨
2019-02-01 22,67.78,53.11,2.49,46.56,34.43,보통,보통
2019-02-01 23,60.84,52.83,2.06,49.24,27.66,보통,보통
2019-02-02 00,60.14,52.17,1.31,52.58,27.07,보통,보통
2019-02-02 01,60.48,51.76,0.62,55.15,26.37,보통,보통
2019-02-02 02,62.32,51.44,0.17,56.96,25.78,보통,보통
2019-02-02 03,59.31,51.03,-0.09,59.94,25.64,보통,보통
2019-02-02 04,59.07,51.12,-0.08,63.49,28.1,보통,보통
2019-02-02 05,60.6,51.57,0.31,62.95,32.89,보통,보통
2019-02-02 06,63.41,52.08,0.73,59.48,36.64,보통,나쁨
2019-02-02 07,64.51,52.44,1.01,56.19,37.54,보통,나쁨
2019-02-02 08,64.97,52.99,1.31,53.88,37.92,보통,나쁨
2019-02-02 09,65.4,53.26,1.61,52.84,37.19,보통,나쁨
2019-02-02 10,68.18,53.49,2.18,51.73,38.65,보통,나쁨
2019-02-02 11,70.76,53.65,3.04,49.85,41.95,보통,나쁨
2019-02-02 12,77.62,54.67,4.3,48.76,45.69,보통,나쁨
2019-02-02 13,82.64,55.37,5.04,47.54,45.86,나쁨,나쁨
2019-02-02 14,84.93,55.77,5.89,45.81,45.47,나쁨,나쁨
2019-02-02 15,88.15,55.68,7.05,43.24,50.02,나쁨,나쁨
2019-02-02 16,86.62,55.74,7.64,41.99,49.48,나쁨,나쁨
2019-02-02 17,88.01,54.96,7.05,43.85,47.95,나쁨,나쁨
2019-02-02 18,88.46,53.23,6.36,45.63,49.58,나쁨,나쁨
2019-02-02 19,86.9,53.42,6.45,46.02,52.0,나쁨,나쁨
2019-02-02 20,87.34,53.63,6.45,45.87,52.31,나쁨,나쁨
2019-02-02 21,87.62,52.8,6.28,46.96,53.66,나쁨,나쁨
2019-02-02 22,87.66,52.39,6.01,46.87,55.02,나쁨,나쁨
2019-02-02 23,88.68,51.95,5.97,46.59,54.29,나쁨,나쁨
2019-02-03 00,88.31,51.43,5.92,47.97,55.4,나쁨,나쁨
2019-02-03 01,86.53,50.91,5.52,52.33,52.76,나쁨,나쁨
2019-02-03 02,84.7,51.2,4.62,66.0,51.06,나쁨,나쁨
2019-02-03 03,84.29,50.89,4.04,74.64,52.38,나쁨,나쁨
2019-02-03 04,79.35,51.16,3.74,79.79,50.79,보통,나쁨
2019-02-03 05,75.97,51.89,3.88,81.81,45.7,보통,나쁨
2019-02-03 06,74.1,52.75,4.2,82.56,42.87,보통,나쁨
2019-02-03 07,73.41,54.04,4.57,83.16,43.33,보통,나쁨
2019-02-03 08,69.14,53.71,5.01,83.14,39.4,보통,나쁨
2019-02-03 09,56.61,54.6,5.56,82.47,31.64,보통,보통
2019-02-03 10,58.03,54.73,5.92,83.0,28.25,보통,보통
2019-02-03 11,42.36,54.38,6.34,82.16,24.77,보통,보통
2019-02-03 12,35.81,54.52,6.6,81.69,21.81,보통,보통
2019-02-03 13,32.34,54.34,6.88,82.28,22.06,보통,보통
2019-02-03 14,31.77,54.57,6.98,82.99,23.63,보통,보통
2019-02-03 15,34.78,54.48,6.86,83.73,24.14,보통,보통
2019-02-03 16,37.56,54.02,6.23,84.21,26.13,보통,보통
2019-02-03 17,34.88,54.03,5.69,84.26,26.4,보통,보통
2019-02-03 18,29.58,54.56,5.58,84.31,23.97,좋음,보통
2019-02-03 19,29.37,53.82,5.46,83.55,23.44,좋음,보통
2019-02-03 20,35.3,53.33,5.41,82.07,26.95,보통,보통
2019-02-03 21,43.99,52.96,5.25,79.51,34.44,보통,보통
2019-02-03 22,51.24,52.66,4.87,77.52,40.15,보통,나쁨
2019-02-03 23,77.48,52.08,4.36,75.53,59.06,보통,나쁨
2019-02-04 00,125.03,51.57,3.19,55.44,96.51,나쁨,매우 나쁨
2019-02-04 01,144.48,50.8,2.08,44.25,102.74,나쁨,매우 나쁨
2019-02-04 02,130.18,50.23,1.4,44.84,73.71,나쁨,나쁨
2019-02-04 03,126.86,50.06,0.98,45.61,61.92,나쁨,나쁨
2019-02-04 04,120.4,50.18,0.65,44.43,60.52,나쁨,나쁨
2019-02-04 05,111.79,50.77,0.3,43.71,56.72,나쁨,나쁨
2019-02-04 06,107.02,51.28,0.15,39.74,54.26,나쁨,나쁨
2019-02-04 07,103.15,51.63,-0.53,39.12,52.15,나쁨,나쁨
2019-02-04 08,99.45,52.72,-0.8,40.15,48.61,나쁨,나쁨
2019-02-04 09,97.39,53.11,-0.21,37.27,44.33,나쁨,나쁨
2019-02-04 10,93.24,53.13,0.8,33.82,42.97,나쁨,나쁨
2019-02-04 11,87.55,53.11,1.93,25.78,42.48,나쁨,나쁨
2019-02-04 12,85.73,53.12,2.75,17.64,40.42,나쁨,나쁨
2019-02-04 13,79.67,53.05,3.47,15.7,38.55,보통,나쁨
2019-02-04 14,81.86,53.02,3.64,16.0,35.07,나쁨,보통
2019-02-04 15,94.9,53.08,3.83,16.39,36.48,나쁨,나쁨
2019-02-04 16,93.24,53.09,3.5,18.76,37.26,나쁨,나쁨
2019-02-04 17,95.79,52.96,2.93,25.54,37.38,나쁨,나쁨
2019-02-04 18,95.15,53.29,1.99,30.43,36.45,나쁨,나쁨
2019-02-04 19,95.56,52.93,1.39,33.95,39.13,나쁨,나쁨
2019-02-04 20,97.14,52.77,1.18,36.49,38.47,나쁨,나쁨
2019-02-04 21,91.1,52.63,1.1,37.87,40.79,나쁨,나쁨
2019-02-04 22,85.62,52.36,0.85,39.61,39.71,나쁨,나쁨
2019-02-04 23,81.88,51.86,0.52,40.72,38.83,나쁨,나쁨
2019-02-05 00,80.51,51.38,0.31,40.87,40.77,보통,나쁨
2019-02-05 01,80.99,50.65,0.03,41.01,37.68,보통,나쁨
2019-02-05 02,76.14,50.1,-0.2,43.1,35.3,보통,보통
2019-02-05 03,70.08,49.83,-0.28,44.2,31.94,보통,보통
2019-02-05 04,69.5,50.08,-0.49,45.47,31.94,보통,보통
2019-02-05 05,65.09,50.72,-0.29,45.37,31.27,보통,보통
2019-02-05 06,73.96,51.52,0.33,43.15,36.71,보통,나쁨
2019-02-05 07,89.99,52.44,0.73,40.02,43.46,나쁨,나쁨
2019-02-05 08,95.85,53.38,1.16,39.19,45.22,나쁨,나쁨
2019-02-05 09,100.19,52.87,2.32,36.13,47.49,나쁨,나쁨
2019-02-05 10,106.38,52.86,3.92,33.71,45.21,나쁨,나쁨
2019-02-05 11,104.78,53.08,5.82,28.94,39.2,나쁨,나쁨
2019-02-05 12,92.85,52.93,7.69,23.01,32.54,나쁨,보통
2019-02-05 13,103.34,52.8,9.59,17.65,29.09,나쁨,보통
2019-02-05 14,115.76,52.63,10.65,14.62,26.02,나쁨,보통
2019-02-05 15,115.85,52.57,10.77,13.91,24.7,나쁨,보통
2019-02-05 16,112.1,52.74,10.6,13.97,22.72,나쁨,보통
2019-02-05 17,112.34,52.77,10.2,15.96,25.31,나쁨,보통
2019-02-05 18,109.8,52.82,8.98,21.11,26.62,나쁨,보통
2019-02-05 19,107.62,52.7,7.44,27.0,26.9,나쁨,보통
2019-02-05 20,104.6,52.6,6.49,30.95,28.66,나쁨,보통
2019-02-05 21,103.74,52.6,5.79,33.89,29.88,나쁨,보통
2019-02-05 22,105.81,52.35,5.11,35.62,33.23,나쁨,보통
2019-02-05 23,106.87,51.89,4.6,37.87,34.76,나쁨,보통
2019-02-06 00,105.06,51.29,3.95,40.8,37.08,나쁨,나쁨
2019-02-06 01,103.82,51.05,3.28,41.8,38.29,나쁨,나쁨
2019-02-06 02,102.7,50.5,2.77,43.54,38.14,나쁨,나쁨
2019-02-06 03,100.98,50.0,2.75,43.69,39.06,나쁨,나쁨
2019-02-06 04,100.5,49.97,3.0,42.61,37.99,나쁨,나쁨
2019-02-06 05,102.69,50.52,3.31,42.6,37.54,나쁨,나쁨
2019-02-06 06,101.29,51.01,3.35,43.17,37.48,나쁨,나쁨
2019-02-06 07,104.57,51.46,3.04,43.34,37.13,나쁨,나쁨
2019-02-06 08,102.78,52.75,3.61,38.6,35.74,나쁨,보통
2019-02-06 09,104.05,52.39,5.31,33.89,35.52,나쁨,보통
2019-02-06 10,104.42,52.65,6.55,33.43,34.45,나쁨,보통
2019-02-06 11,104.42,52.91,8.31,32.71,36.84,나쁨,나쁨
2019-02-06 12,103.55,52.9,10.14,33.48,38.6,나쁨,나쁨
2019-02-06 13,102.33,53.05,10.84,40.59,35.64,나쁨,보통
2019-02-06 14,101.29,53.05,10.8,44.29,34.76,나쁨,보통
2019-02-06 15,97.45,53.08,10.8,46.54,33.34,나쁨,보통
2019-02-06 16,93.03,53.18,10.71,45.5,28.64,나쁨,보통
2019-02-06 17,90.03,52.96,10.31,47.12,25.17,나쁨,보통
2019-02-06 18,87.3,52.69,10.06,47.95,22.6,나쁨,보통
2019-02-06 19,85.78,52.6,9.74,49.1,20.12,나쁨,보통
2019-02-06 20,87.56,52.7,9.07,53.38,21.35,나쁨,보통
2019-02-06 21,88.62,52.61,8.71,64.08,24.97,나쁨,보통
2019-02-06 22,101.03,52.23,8.26,69.54,31.77,나쁨,보통
2019-02-06 23,103.85,51.68,8.03,71.67,30.71,나쁨,보통
2019-02-07 00,101.75,51.08,7.84,72.56,29.3,나쁨,보통
2019-02-07 01,100.04,50.37,7.25,77.08,28.42,나쁨,보통
2019-02-07 02,103.2,49.88,6.49,74.76,31.15,나쁨,보통
2019-02-07 03,86.42,49.96,5.4,75.94,29.23,나쁨,보통
2019-02-07 04,97.87,50.83,4.16,75.0,34.94,나쁨,보통
2019-02-07 05,135.43,52.41,2.59,71.08,60.5,나쁨,나쁨
2019-02-07 06,128.25,53.51,2.15,65.14,72.62,나쁨,나쁨
2019-02-07 07,96.91,54.02,1.34,61.79,57.56,나쁨,나쁨
2019-02-07 08,88.49,54.14,0.71,56.03,54.69,나쁨,나쁨
2019-02-07 09,97.34,54.11,0.81,46.88,61.46,나쁨,나쁨
2019-02-07 10,91.95,54.01,0.52,37.58,57.21,나쁨,나쁨
2019-02-07 11,86.17,53.96,0.28,32.27,47.11,나쁨,나쁨
2019-02-07 12,93.95,53.71,0.65,20.89,43.07,나쁨,나쁨
2019-02-07 13,78.13,53.82,0.58,16.6,32.16,보통,보통
2019-02-07 14,68.54,53.77,0.48,15.8,30.04,보통,보통
2019-02-07 15,80.29,53.77,0.25,15.8,33.53,보통,보통
2019-02-07 16,100.11,53.84,-0.55,16.57,38.14,나쁨,나쁨
2019-02-07 17,104.91,53.9,-1.59,18.29,38.58,나쁨,나쁨
2019-02-07 18,78.84,53.92,-2.53,21.64,36.12,보통,나쁨
2019-02-07 19,65.46,53.99,-3.33,23.65,32.0,보통,보통
2019-02-07 20,61.32,53.86,-4.17,25.47,28.29,보통,보통
2019-02-07 21,59.27,53.79,-5.21,29.15,29.6,보통,보통
2019-02-07 22,59.51,53.73,-5.92,32.14,30.16,보통,보통
2019-02-07 23,61.02,53.32,-6.37,33.08,29.57,보통,보통
2019-02-08 00,61.47,52.41,-6.65,32.05,30.99,보통,보통
2019-02-08 01,56.61,51.8,-6.94,28.08,31.88,보통,보통
2019-02-08 02,54.96,51.24,-7.41,28.68,30.73,보통,보통
2019-02-08 03,52.2,51.08,-7.77,29.61,27.08,보통,보통
2019-02-08 04,57.49,51.26,-7.97,29.09,30.57,보통,보통
2019-02-08 05,60.21,52.35,-8.15,30.08,30.61,보통,보통
2019-02-08 06,53.89,53.5,-8.04,31.0,25.34,보통,보통
2019-02-08 07,53.28,54.04,-7.89,31.65,25.59,보통,보통
2019-02-08 08,52.58,55.05,-7.48,31.44,25.06,보통,보통
2019-02-08 09,55.1,54.38,-6.04,27.75,28.15,보통,보통
2019-02-08 10,59.89,54.16,-4.5,24.44,28.91,보통,보통
2019-02-08 11,64.87,54.1,-3.08,22.05,26.97,보통,보통
2019-02-08 12,73.43,54.19,-1.94,20.39,32.39,보통,보통
2019-02-08 13,79.55,53.78,-0.9,16.68,37.92,보통,나쁨
2019-02-08 14,85.76,53.87,-0.97,15.39,43.41,나쁨,나쁨
2019-02-08 15,88.87,54.07,-0.54,17.77,45.67,나쁨,나쁨
2019-02-08 16,89.71,53.95,-0.79,18.85,42.77,나쁨,나쁨
2019-02-08 17,89.43,53.84,-1.71,21.42,38.41,나쁨,나쁨
2019-02-08 18,88.8,53.91,-2.4,25.37,42.53,나쁨,나쁨
2019-02-08 19,89.94,53.91,-2.78,27.73,45.91,나쁨,나쁨
2019-02-08 20,90.39,53.83,-2.82,27.64,47.24,나쁨,나쁨
2019-02-08 21,90.35,53.65,-2.81,27.93,48.64,나쁨,나쁨
2019-02-08 22,86.53,53.58,-2.82,28.54,49.54,나쁨,나쁨
2019-02-08 23,85.43,53.2,-3.17,29.33,45.19,나쁨,나쁨
2019-02-09 00,84.61,52.52,-3.49,29.62,43.15,나쁨,나쁨
2019-02-09 01,90.0,52.1,-3.92,30.02,48.54,나쁨,나쁨
2019-02-09 02,93.46,51.72,-4.24,32.9,49.82,나쁨,나쁨
2019-02-09 03,96.19,51.42,-4.73,31.95,48.93,나쁨,나쁨
2019-02-09 04,94.96,51.47,-5.49,30.16,47.68,나쁨,나쁨
2019-02-09 05,86.19,52.09,-6.02,34.27,44.71,나쁨,나쁨
2019-02-09 06,74.73,52.69,-6.24,35.8,39.74,보통,나쁨
2019-02-09 07,72.45,53.18,-6.42,36.92,35.01,보통,보통
2019-02-09 08,73.18,53.78,-5.9,33.79,34.57,보통,보통
2019-02-09 09,73.68,54.1,-5.01,29.68,31.13,보통,보통
2019-02-09 10,76.47,54.07,-4.15,26.51,29.77,보통,보통
2019-02-09 11,77.38,55.0,-3.15,22.81,28.31,보통,보통
2019-02-09 12,80.86,56.22,-2.33,22.01,32.3,보통,보통
