no,연도,월,일,지점,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),안개 계속시간(hr),합계 일조시간(hr),합계 일사량(MJ/m2)
5629,YB,10,5,C,18.5,14.6,2354.0,21.3,1534.0,0.0,0.0,9.1,360.0,1542.0,6.1,360.0,1547.0,3.0,2567.0,14.2,59.0,1254.0,76.6,16.4,1008.1,1021.0,2331,1012.8,308.0,1016.1,11.7,,1400.0,2.26,,,,,,,6.4,5.1,20.7,12.0,22.0,22.0,22.3,22.3,22.3,21.8,21.5,20.2,17.0,2.7,3.8,,5.7,11.67
5630,YB,1,22,E,3.9,-2.4,646.0,9.7,1447.0,,0.0,6.4,270.0,1237.0,4.0,270.0,1305.0,1.7,1465.0,-7.5,25.0,1549.0,45.9,3.5,1012.5,1021.3,859,1016.7,1746.0,1019.2,10.1,,1200.0,2.05,,,,,,,0.0,0.0,2.9,-10.3,,,,,,,,,,2.0,2.8,,8.9,11.98
5631,YC,4,23,A,11.7,9.9,351.0,14.3,1411.0,,0.0,15.6,200.0,1415.0,10.3,230.0,1105.0,8.1,7011.0,4.9,41.0,59.0,64.5,8.8,997.8,1016.5,2349,1013.7,1615.0,1015.3,13.5,12.6,,,,,,,,,1.1,0.0,15.8,7.9,,,,,,,,,,,,,,
5632,YC,6,29,E,25.2,21.2,516.0,29.6,1518.0,0.1,0.1,4.8,200.0,1633.0,2.9,200.0,1637.0,1.2,1078.0,19.0,48.0,1527.0,70.3,22.0,1005.2,1013.3,815,1009.1,1829.0,1011.3,14.6,2.9,1400.0,1.97,14.82,,,,,,8.0,1.5,31.0,19.9,,,,,,,,,,3.0,4.3,,,
5633,YC,8,4,E,29.3,24.3,525.0,35.6,1524.0,,0.0,7.3,90.0,1654.0,4.4,90.0,1659.0,2.5,2122.0,23.5,50.0,1350.0,72.8,28.9,999.5,1007.2,1,1003.2,1713.0,1005.5,13.9,12.0,1300.0,3.22,24.42,,,,,,3.1,3.1,33.1,22.6,,,,,,,,,,5.3,7.5,,,
5634,YA,5,10,G,17.0,12.7,344.0,24.8,1613.0,,0.0,6.2,270.0,1929.0,3.3,230.0,45.0,1.4,1186.0,11.8,28.0,1545.0,75.3,13.9,1014.4,1025.4,719,1020.2,1649.0,1023.0,13.9,9.0,1200.0,3.65,26.09,,,,,,3.5,2.9,22.2,8.7,,,,,,,,,,4.4,6.3,,,
5635,YB,11,27,C,2.9,0.0,2357.0,5.6,1416.0,,0.0,10.0,360.0,517.0,6.1,360.0,655.0,4.5,3884.0,-6.2,37.0,1504.0,51.5,3.9,1020.1,1030.2,947,1027.0,1444.0,1028.8,9.9,,1200.0,1.87,,,,,,,5.6,0.0,2.6,-1.7,6.6,7.1,7.9,8.5,9.7,11.7,13.9,17.3,17.1,2.1,2.9,,8.5,9.89
5636,YC,11,7,E,12.9,4.7,645.0,20.9,1348.0,,0.0,4.7,270.0,1449.0,3.0,250.0,1502.0,1.0,862.0,6.6,42.0,1318.0,68.4,9.9,1014.8,1024.6,815,1018.6,2324.0,1021.3,10.5,7.3,1100.0,1.87,11.13,,,,,,5.4,0.0,13.2,-1.1,,,,,,,,,,1.8,2.6,,,
5637,YA,8,22,G,30.2,24.4,605.0,36.6,1533.0,0.0,0.0,10.8,70.0,2115.0,5.1,50.0,2119.0,2.6,2281.0,22.6,44.0,1544.0,66.0,27.5,994.5,1004.5,12,1000.3,1815.0,1002.5,13.3,10.8,1200.0,2.79,21.26,,,,,,5.9,2.4,36.9,21.7,,,,,,,,,,5.0,7.1,,,
5638,YA,3,18,H,10.7,4.9,601.0,16.4,1346.0,,5.0,7.2,270.0,1416.0,5.3,290.0,1422.0,1.6,1343.0,6.6,55.0,1335.0,77.1,10.0,1013.0,1025.7,1,1017.7,2350.0,1021.4,12.1,4.0,1100.0,1.73,9.13,,,,,,7.8,4.3,11.2,-0.6,10.3,10.1,10.4,10.4,10.5,10.4,10.9,13.5,16.1,1.5,2.1,,,
5639,YC,6,16,E,22.1,18.4,2349.0,28.0,1404.0,,0.0,9.8,140.0,1742.0,6.9,140.0,448.0,4.4,3837.0,15.0,42.0,1311.0,65.9,17.0,1004.7,1012.8,2240,1009.2,1.0,1010.8,14.6,12.7,1200.0,3.3,26.55,,,,,,0.6,0.0,31.3,17.4,,,,,,,,,,5.5,7.8,,,
5640,YC,1,30,G,-0.2,-4.3,2354.0,3.7,1.0,,0.4,10.7,50.0,1342.0,5.4,20.0,1340.0,2.5,2171.0,-6.8,39.0,1518.0,62.5,3.9,1016.7,1031.2,2324,1017.7,12.0,1025.9,10.4,3.1,1400.0,1.43,7.56,,,,,,5.3,4.8,0.7,-9.1,,,,,,,,,,1.1,1.6,,,
5641,YB,12,24,C,0.7,-2.1,740.0,4.6,1357.0,,0.0,6.2,50.0,1148.0,4.6,340.0,1505.0,2.9,2471.0,-5.1,42.0,1400.0,66.5,4.2,1018.6,1029.6,1019,1026.1,1438.0,1027.3,9.6,,1200.0,1.71,,,,,,,0.6,0.0,1.4,-6.3,3.0,3.3,4.0,4.6,5.5,7.4,10.1,14.5,16.5,1.3,1.8,,8.7,9.38
5642,YA,8,28,F,25.7,23.2,331.0,28.9,835.0,0.0,0.0,5.6,90.0,1631.0,3.6,110.0,1410.0,1.3,1165.0,24.2,80.0,909.0,92.1,30.2,1003.2,1013.5,1025,1011.8,215.0,1012.6,13.1,7.1,,,,,,,,,8.5,5.8,28.5,21.0,,,,,,,,,,,,,,
5643,YB,7,1,F,24.4,21.3,447.0,28.4,1119.0,0.1,0.1,4.0,250.0,1433.0,2.6,200.0,1511.0,1.1,923.0,20.9,59.0,1046.0,82.5,24.8,995.5,1007.1,2322,1002.8,330.0,1004.9,14.5,,,,,,,,,,8.1,4.4,24.3,18.1,,,,,,,,,,,,,1.4,
5644,YB,2,23,D,5.5,-1.9,700.0,14.2,1550.0,,0.0,6.2,90.0,1550.0,4.0,90.0,1557.0,1.1,967.0,-2.9,28.0,1530.0,58.9,5.0,1015.1,1025.2,850,1022.0,113.0,1023.7,11.2,,1200.0,2.57,,,,,,,3.4,0.0,4.9,-5.7,5.1,4.4,4.8,4.8,4.7,5.9,7.5,12.0,16.3,2.3,3.3,,9.1,16.9
5645,YC,1,29,E,3.9,1.1,655.0,6.3,1941.0,,0.2,5.1,290.0,2251.0,3.4,290.0,2259.0,0.9,795.0,-4.9,33.0,14.0,53.5,4.4,1011.3,1022.7,6,1013.4,1957.0,1017.4,10.4,0.0,1200.0,0.43,2.08,,,,,,10.0,7.9,4.3,-0.3,,,,,,,,,,0.8,1.2,,,
5646,YA,4,24,F,11.1,10.1,2328.0,12.3,1329.0,5.5,26.3,10.8,360.0,1944.0,5.5,360.0,1733.0,3.7,3193.0,9.4,67.0,2400.0,90.3,11.9,1000.6,1014.1,1,1008.5,1558.0,1010.6,13.4,0.0,,,,,,,,,9.8,7.5,12.0,7.8,,,,,,,,,,,,,,
5647,YB,3,9,H,11.8,7.4,619.0,15.4,1422.0,,0.0,9.7,230.0,1304.0,7.4,230.0,1311.0,3.8,3264.0,3.7,37.0,803.0,58.0,8.1,1013.2,1025.1,1,1018.6,2359.0,1021.6,11.7,,1300.0,2.92,,,,,,,4.9,3.3,14.1,0.8,11.7,11.2,10.9,10.7,10.3,10.8,11.7,14.6,16.7,2.8,4.1,,10.2,19.07
5648,YA,7,31,G,31.0,25.9,642.0,37.0,1546.0,,0.0,8.1,50.0,1112.0,4.3,50.0,847.0,1.9,1627.0,23.8,45.0,1616.0,67.6,29.6,995.7,1005.1,149,1001.8,1808.0,1003.7,14.0,9.2,1100.0,3.28,22.07,,,,,,2.8,2.5,40.2,23.3,,,,,,,,,,4.7,6.7,,,
5649,YB,10,30,C,13.0,7.8,646.0,17.3,1459.0,,0.0,7.8,270.0,1600.0,4.3,270.0,1602.0,2.1,1817.0,5.5,44.0,1514.0,61.4,9.1,1013.0,1022.8,1101,1019.9,44.0,1021.3,10.7,,1200.0,2.2,,,,,,,0.5,0.5,12.7,0.0,14.1,14.3,15.1,15.6,16.4,17.8,18.8,19.3,17.1,2.6,3.7,,10.1,13.81
5650,YC,11,1,H,14.8,10.1,617.0,21.6,1339.0,,0.0,8.0,270.0,1536.0,6.2,270.0,13.0,3.0,2606.0,3.0,21.0,1534.0,46.3,7.6,1012.6,1023.1,1,1019.3,1536.0,1020.9,10.8,10.0,1200.0,2.13,12.9,,,,,,1.9,0.0,13.9,4.8,15.4,15.4,16.2,16.7,18.0,20.2,21.1,20.9,19.6,3.5,5.1,,,
5651,YA,3,28,A,9.5,5.7,2106.0,12.9,1500.0,,0.0,16.5,200.0,56.0,13.4,200.0,100.0,7.0,6032.0,7.4,71.0,257.0,87.8,10.3,996.9,1017.8,2310,1012.1,501.0,1014.5,12.4,7.5,,,,,,,,,6.3,4.8,12.7,5.3,,,,,,,,,,,,4.42,,
5652,YA,3,23,D,6.3,-1.0,645.0,13.9,1609.0,,0.0,5.7,180.0,1332.0,3.6,180.0,1339.0,1.4,1180.0,-0.6,33.0,1443.0,65.8,5.9,1011.6,1022.6,2339,1018.1,1.0,1020.2,12.2,10.8,1200.0,3.31,23.25,,,,,,1.5,0.0,8.5,-4.9,8.5,7.9,8.2,8.2,8.3,8.7,9.0,10.9,15.3,3.0,4.3,,,
5653,YC,3,5,I,3.1,-1.7,557.0,8.7,1235.0,,0.0,7.3,270.0,2350.0,4.3,250.0,1357.0,1.5,1337.0,-0.9,56.0,2348.0,76.1,5.8,1011.0,1019.3,512,1014.5,1709.0,1016.8,11.5,2.0,,,,,,,,,,,3.0,-7.4,,,,,,,,,,,,,,
5654,YA,5,7,H,14.8,13.9,715.0,16.7,1551.0,8.0,30.7,8.4,70.0,2316.0,4.2,50.0,616.0,2.3,2020.0,13.3,80.0,2340.0,90.9,15.3,998.8,1010.4,2358,1005.0,559.0,1007.0,13.8,0.6,1300.0,0.71,4.94,,,,,,9.5,6.3,15.8,13.1,16.6,16.6,16.8,16.7,17.1,15.9,14.9,14.0,15.3,1.2,1.7,1.88,,
5655,YA,1,14,D,-0.4,-7.3,646.0,7.0,1458.0,,0.0,6.3,250.0,1504.0,3.2,200.0,1501.0,0.9,735.0,-3.8,51.0,1428.0,79.0,4.7,1020.9,1034.0,740,1025.5,2313.0,1029.7,9.9,6.7,1200.0,1.57,6.95,,,1.8,5.0,,3.6,3.6,-0.3,-12.1,-0.3,0.0,1.5,2.0,3.2,6.1,8.9,14.5,18.0,0.8,1.1,,,
5656,YA,7,28,C,28.9,26.6,321.0,32.8,1344.0,0.0,0.0,7.1,20.0,1604.0,4.0,110.0,1533.0,1.2,1033.0,25.2,59.0,1613.0,81.4,32.1,998.0,1007.3,1,1003.9,1647.0,1005.7,14.2,8.7,1300.0,2.98,19.24,,,,,,4.8,2.8,34.9,23.9,30.6,30.1,29.5,28.8,27.5,24.6,21.7,16.7,13.5,3.8,5.5,,,
5657,YA,10,21,A,13.6,11.0,650.0,16.6,1215.0,,0.0,5.1,320.0,1443.0,3.5,320.0,1518.0,1.1,932.0,9.9,49.0,1401.0,79.4,12.2,1018.1,1024.5,833,1020.7,2400.0,1022.5,11.0,8.6,1300.0,2.23,13.49,,,,,,4.3,1.0,15.6,3.1,,,,,,,,,,1.9,2.7,,,
5658,YB,5,14,G,22.3,16.2,228.0,29.0,1540.0,0.0,0.0,6.6,270.0,1853.0,3.5,250.0,1858.0,1.1,930.0,14.8,38.0,1547.0,64.8,16.9,1004.5,1014.4,817,1010.4,1623.0,1012.9,14.0,,1300.0,3.47,,,,,,,6.0,4.5,29.9,14.3,,,,,,,,,,4.8,6.9,,9.8,25.95
5659,YC,10,7,H,21.2,18.3,629.0,25.4,1047.0,,0.0,6.5,360.0,356.0,3.4,110.0,1411.0,1.8,1525.0,17.8,66.0,1041.0,81.5,20.4,1011.0,1021.6,2150,1015.9,18.0,1019.1,11.6,3.9,1000.0,2.33,9.79,,,,,,5.4,4.9,22.5,16.4,21.5,21.4,21.5,21.4,22.1,22.9,23.1,21.4,19.4,2.0,2.8,,,
5660,YC,8,29,E,26.1,21.4,2333.0,30.9,1333.0,0.1,0.1,7.6,360.0,1444.0,4.8,290.0,747.0,2.4,2111.0,14.5,20.0,1524.0,53.4,17.6,1005.2,1013.1,955,1008.3,149.0,1011.2,13.1,10.9,1200.0,3.11,23.81,,,,,,4.3,2.6,32.1,16.6,,,,,,,,,,5.8,8.3,,,
5661,YB,9,27,A,19.9,17.9,243.0,23.2,1359.0,,0.0,5.3,160.0,1244.0,3.3,180.0,1245.0,1.2,1053.0,17.8,71.0,1332.0,88.6,20.4,1016.7,1022.6,908,1019.1,2358.0,1020.9,12.0,,1300.0,2.16,,,,,,,8.1,1.9,23.3,13.6,,,,,,,,,,2.2,3.1,,5.5,13.96
5662,YA,1,25,A,-11.6,-12.4,2348.0,-10.9,1106.0,,0.0,13.5,270.0,1420.0,5.2,320.0,1637.0,3.9,3355.0,-17.4,53.0,140.0,62.3,1.6,1013.7,1035.3,1011,1031.5,1751.0,1033.1,10.1,1.4,,,,0.0,1.0,2.5,1.0,0.0,8.6,8.1,-0.8,-7.8,,,,,,,,,,,,,,
5663,YC,5,3,D,21.1,11.8,550.0,29.6,1526.0,,0.0,7.3,320.0,1959.0,3.7,320.0,2005.0,1.0,897.0,7.7,17.0,1619.0,48.1,10.6,1012.8,1023.4,732,1017.5,1755.0,1020.8,13.7,12.8,1200.0,3.79,29.79,,,,,,0.3,0.0,27.9,6.4,22.7,22.6,21.9,20.7,18.0,15.6,13.7,12.7,14.4,5.9,8.5,,,
5664,YA,1,17,B,4.5,2.4,703.0,8.7,1217.0,,0.0,6.9,250.0,1659.0,3.7,290.0,1324.0,1.2,1051.0,-1.8,49.0,1107.0,64.1,5.4,1007.2,1020.9,2345,1015.7,225.0,1017.9,9.9,4.8,1100.0,0.75,4.17,,,,,,7.4,5.8,1.7,-2.8,0.8,0.0,0.1,0.7,2.0,4.7,7.6,14.1,16.9,0.9,1.2,,,
5665,YC,2,20,C,-1.7,-4.5,2349.0,5.9,30.0,,0.2,15.3,340.0,1534.0,10.0,340.0,1535.0,7.5,6504.0,-9.6,39.0,1737.0,56.8,3.3,1009.6,1029.4,2327,1006.3,57.0,1018.6,11.0,10.0,1200.0,2.11,13.45,,,,,,2.5,1.8,1.1,-5.7,1.0,0.9,1.2,1.5,2.1,3.7,5.5,10.1,14.4,1.9,2.7,1.98,,
5666,YC,7,16,C,25.3,23.0,357.0,27.2,1506.0,36.7,53.7,10.1,70.0,320.0,5.9,70.0,324.0,2.0,1722.0,23.6,76.0,1452.0,91.3,29.1,1003.5,1013.0,2321,1008.3,316.0,1011.3,14.5,1.8,1100.0,2.36,12.06,,,,,,9.1,4.8,27.1,22.6,25.9,25.8,25.4,25.1,24.7,23.1,21.1,17.6,13.9,2.3,3.3,,,
5667,YB,3,22,I,3.1,-2.0,545.0,8.3,1530.0,,0.0,8.7,270.0,1657.0,5.5,250.0,1635.0,2.6,2267.0,-9.7,21.0,1533.0,39.9,2.9,1014.9,1023.4,2311,1017.5,6.0,1020.9,12.2,,,,,,,,,,2.4,0.0,4.3,-5.3,,,,,,,,,,,,,10.9,
5668,YB,9,20,A,19.0,17.3,634.0,20.7,1513.0,,0.0,7.5,360.0,109.0,6.0,340.0,102.0,2.1,1822.0,14.9,56.0,1330.0,78.0,17.0,1012.4,1018.1,2336,1015.6,409.0,1016.6,12.3,,1100.0,1.4,,,,,,,9.1,7.8,20.2,14.3,,,,,,,,,,1.8,2.6,,0.2,8.93
5669,YA,9,10,E,20.6,16.5,2352.0,24.9,1355.0,0.0,0.0,9.4,110.0,1033.0,5.8,110.0,1034.0,2.5,2152.0,12.8,36.0,1356.0,63.8,15.0,1014.7,1022.6,2106,1018.1,1.0,1020.9,12.6,8.7,1000.0,2.89,17.64,,,,,,4.8,4.4,24.2,13.1,,,,,,,,,,3.9,5.6,,,
5670,YA,9,30,D,18.6,14.6,2317.0,24.8,1305.0,,0.0,11.4,320.0,1548.0,5.9,320.0,1622.0,1.9,1655.0,11.3,33.0,1629.0,64.6,13.7,998.7,1010.9,1,1003.2,1433.0,1006.7,11.9,10.6,1100.0,2.85,19.74,,,,,,2.3,1.9,21.5,11.0,21.7,21.4,22.3,22.5,22.4,23.2,23.8,22.9,19.3,3.8,5.4,,,
5671,YB,2,22,C,3.1,-0.7,729.0,8.4,1547.0,,0.0,6.3,340.0,1309.0,4.2,340.0,1622.0,2.2,1865.0,-2.9,37.0,1329.0,66.6,5.0,1013.5,1025.2,11,1019.5,1536.0,1022.1,11.1,,1200.0,2.39,,,,,,,6.3,0.0,2.5,-7.8,1.4,0.9,1.5,1.6,2.1,3.2,5.1,9.4,13.7,1.9,2.7,,9.3,15.47
5672,YC,4,12,D,12.1,5.7,633.0,18.4,1327.0,,0.0,9.9,320.0,1404.0,5.3,320.0,1442.0,2.2,1887.0,-7.4,13.0,1131.0,27.5,3.6,1007.0,1018.2,2301,1010.7,1.0,1015.3,13.0,12.0,1300.0,3.53,26.91,,,,,,1.8,0.0,14.5,0.4,14.5,14.2,14.3,14.4,14.2,12.6,11.3,11.7,14.8,6.1,8.7,,,
5673,YC,6,14,H,20.9,16.9,513.0,24.1,1203.0,,0.0,9.8,290.0,2218.0,7.0,200.0,1411.0,3.7,3176.0,13.7,53.0,2138.0,64.6,15.8,1002.0,1013.4,1,1008.1,1802.0,1010.0,14.5,12.9,1200.0,3.35,27.0,,,,,,1.1,1.1,26.6,14.9,25.6,25.2,24.4,23.7,23.7,21.2,19.3,16.1,15.8,5.4,7.7,,,
5674,YC,6,20,G,22.7,19.5,2018.0,26.9,1244.0,6.5,7.7,7.6,50.0,2124.0,4.7,50.0,2126.0,1.4,1248.0,17.3,53.0,1309.0,74.0,20.0,996.8,1009.1,1,1002.3,2131.0,1005.1,14.5,0.0,1200.0,1.24,8.12,,,,,,8.4,5.5,24.2,17.3,,,,,,,,,,2.0,2.8,,,
5675,YA,1,25,E,-8.7,-12.4,714.0,-4.4,1623.0,,0.0,9.8,320.0,1931.0,6.4,290.0,1901.0,4.0,3465.0,-22.8,20.0,1559.0,31.9,1.0,1019.9,1029.7,855,1024.6,1702.0,1026.9,10.2,8.4,1200.0,1.9,11.48,,,,,,3.9,0.0,-5.6,-15.1,,,,,,,,,,1.6,2.3,,,
5676,YC,7,18,B,26.5,23.9,28.0,30.7,1644.0,1.0,2.5,6.1,270.0,1628.0,3.5,290.0,1629.0,1.6,1352.0,22.7,60.0,1648.0,80.6,27.5,999.5,1011.6,1,1007.6,1755.0,1009.2,14.5,4.3,1200.0,1.6,11.5,,,,,,7.4,6.3,27.5,23.7,27.5,27.4,26.5,26.6,26.5,24.9,23.7,19.1,15.4,2.6,3.6,,,
5677,YA,12,31,B,-5.4,-10.5,730.0,-0.5,1453.0,,0.0,5.7,270.0,1337.0,3.4,290.0,1339.0,1.2,1031.0,-17.8,16.0,1439.0,39.6,1.6,1026.2,1039.7,853,1035.3,2344.0,1037.5,9.6,8.3,1200.0,1.73,9.16,,,,,,1.6,0.0,-4.5,-15.8,-3.4,-1.6,0.0,1.0,2.6,6.2,9.2,14.9,17.1,1.1,1.6,,,
5678,YA,11,15,C,10.4,6.5,730.0,14.6,1456.0,,0.0,5.6,340.0,1712.0,3.5,340.0,1716.0,1.8,1559.0,3.4,42.0,1457.0,63.1,7.8,1016.1,1026.6,909,1023.5,1411.0,1024.5,10.2,7.7,1100.0,1.54,9.22,,,,,,5.0,1.8,8.4,0.8,9.8,10.0,10.6,11.0,11.7,13.4,14.6,17.4,17.1,1.7,2.5,,,
5679,YB,6,8,D,21.3,16.1,450.0,27.2,1536.0,,0.0,6.2,110.0,1848.0,3.4,140.0,1851.0,1.1,940.0,16.9,48.0,1522.0,78.3,19.3,1000.3,1010.2,810,1006.7,1529.0,1008.3,14.6,,1100.0,3.44,,,,,,,7.8,4.1,23.0,13.1,23.9,23.3,22.9,22.6,21.8,19.9,18.0,15.0,14.7,3.9,5.6,,6.6,23.46
5680,YC,12,12,C,-8.7,-11.1,540.0,-6.2,1545.0,,0.0,9.7,360.0,709.0,6.1,360.0,1009.0,4.1,3509.0,-17.1,36.0,1429.0,50.9,1.6,1021.5,1032.4,938,1028.1,1.0,1030.5,9.6,9.1,1200.0,1.11,6.42,,,,,,0.0,0.0,-5.3,-13.5,1.2,1.5,2.5,3.7,4.6,7.8,9.8,15.6,17.0,0.9,1.4,,,
5681,YC,8,29,I,18.4,16.5,2400.0,22.1,1549.0,,0.0,10.3,340.0,403.0,4.8,320.0,305.0,2.6,2230.0,5.8,25.0,1544.0,45.3,9.5,1009.5,1017.0,955,1012.3,53.0,1015.0,13.1,6.8,,,,,,,,,,,19.0,13.8,,,,,,,,,,,,,,
5682,YB,3,24,B,4.3,-0.8,656.0,9.7,1423.0,,0.0,10.6,270.0,1614.0,4.9,290.0,1235.0,2.3,1974.0,-6.9,27.0,1053.0,45.4,3.7,1010.6,1023.3,847,1018.8,1732.0,1021.2,12.3,,1200.0,2.98,,,,,,,0.1,0.1,5.7,-7.7,5.5,5.9,6.1,6.3,6.8,7.6,8.2,10.5,13.6,3.2,4.6,,11.3,22.16
5683,YA,5,14,H,20.0,16.0,113.0,23.1,1530.0,,0.0,7.9,180.0,1250.0,5.9,200.0,1356.0,2.9,2517.0,11.9,47.0,1544.0,60.4,13.9,1003.2,1013.0,1047,1009.5,252.0,1011.3,14.0,12.3,1200.0,3.23,24.19,,,,,,0.0,0.0,22.7,12.5,20.3,19.9,19.3,18.4,18.1,16.3,15.4,14.3,15.2,5.0,7.1,,,
5684,YA,8,17,I,25.1,20.2,600.0,30.9,1522.0,,0.0,9.2,70.0,54.0,5.6,50.0,103.0,3.5,3055.0,13.8,33.0,1312.0,50.8,15.9,1007.0,1014.6,747,1010.1,1725.0,1012.5,13.6,12.3,,,,,,,,,1.0,0.0,33.8,17.6,,,,,,,,,,,,,,
5685,YA,1,4,A,-3.9,-4.5,557.0,-2.6,1352.0,,0.0,11.1,340.0,11.0,5.6,320.0,14.0,2.5,2123.0,-9.6,54.0,203.0,64.6,3.0,1009.6,1032.8,226,1024.4,2400.0,1028.4,9.6,1.0,,,,,,,,,8.9,8.0,-1.2,-5.7,,,,,,,,,,,,,,
5686,YC,2,26,B,3.6,-1.5,712.0,10.1,1443.0,,0.0,8.2,270.0,1504.0,5.2,290.0,1521.0,2.1,1820.0,-6.5,19.0,1331.0,52.8,3.9,1014.0,1027.3,2352,1022.0,1.0,1024.8,11.3,10.3,1300.0,2.29,14.97,,,,,,0.1,0.1,4.0,-6.6,3.7,3.1,2.9,2.7,2.3,3.9,6.3,11.7,15.2,2.4,3.4,,,
5687,YB,9,30,G,23.5,19.0,648.0,28.8,1358.0,,0.0,5.7,180.0,1411.0,3.2,180.0,1408.0,0.8,652.0,20.4,65.0,1132.0,83.3,24.0,1008.2,1017.9,2313,1015.2,1531.0,1016.6,11.9,,1100.0,2.19,,,,,,,4.8,4.0,26.2,16.9,,,,,,,,,,2.3,3.2,,7.1,14.74
5688,YA,11,13,F,11.7,9.0,2357.0,15.0,1303.0,,0.0,6.9,20.0,1049.0,3.9,20.0,1034.0,2.2,1859.0,8.5,64.0,1440.0,81.5,11.1,1008.9,1020.5,2205,1017.4,405.0,1019.0,10.4,2.9,,,,,,,,,7.1,6.8,12.2,3.8,,,,,,,,,,,,,,
5689,YC,9,6,F,21.7,18.6,2334.0,26.4,1530.0,9.2,25.3,5.7,340.0,2152.0,3.9,340.0,2152.0,1.2,1069.0,21.0,82.0,1531.0,96.4,24.9,997.7,1009.5,1,1005.5,1555.0,1007.3,12.8,0.0,,,,,,,,,10.0,5.8,24.1,19.7,,,,,,,,,,,,,,
5690,YB,4,7,F,11.8,9.2,414.0,16.4,1250.0,0.0,0.0,8.6,90.0,1425.0,5.0,70.0,1444.0,1.6,1392.0,6.0,48.0,1223.0,68.9,9.4,1000.4,1011.6,1004,1009.1,1645.0,1010.3,12.8,,,,,,,,,,6.6,5.0,11.7,4.0,,,,,,,,,,,,,0.5,
5691,YA,12,14,G,0.5,-2.3,2324.0,4.4,1321.0,,0.0,9.0,20.0,1224.0,4.9,50.0,919.0,2.3,2028.0,-7.3,39.0,1336.0,56.4,3.5,1025.5,1036.3,952,1032.9,13.0,1034.8,9.8,8.9,1200.0,2.09,12.34,,,,,,2.0,2.0,1.4,-6.1,,,,,,,,,,1.4,2.0,,,
5692,YB,5,26,D,24.7,17.2,530.0,32.2,1347.0,0.0,0.0,13.7,110.0,1332.0,6.3,140.0,1339.0,1.9,1600.0,10.1,17.0,1326.0,46.6,12.9,1006.2,1017.1,614,1011.1,1712.0,1014.0,14.4,,1200.0,3.83,,,,,,,5.9,2.8,31.1,12.0,27.3,25.6,24.8,24.1,21.5,18.5,16.5,14.1,14.6,6.7,9.6,,10.1,29.61
5693,YB,9,30,D,22.1,15.9,633.0,29.1,1540.0,,0.0,4.5,110.0,1415.0,2.2,250.0,1551.0,0.9,746.0,17.3,51.0,1429.0,76.6,19.8,1009.0,1018.1,925,1015.5,1521.0,1017.2,11.9,,1200.0,3.03,,,,,,,2.0,2.0,24.3,12.1,23.9,23.2,23.7,23.9,23.4,22.9,22.8,21.6,18.2,3.4,4.9,,10.1,19.86
5694,YB,7,31,I,,,,27.0,1342.0,15.0,35.0,,,,,,,,,,84.0,1420.0,,,,1011.5,2328,,,,14.1,,,,,,,,,,8.9,,,22.8,,,,,,,,,,,,,,
5695,YB,10,25,F,18.1,15.9,2302.0,22.6,1402.0,0.0,0.0,8.0,340.0,954.0,4.6,340.0,447.0,2.7,2358.0,15.4,61.0,1406.0,85.4,17.4,1005.9,1017.3,2116,1014.4,1429.0,1015.6,11.0,,,,,,,,,,7.5,3.8,17.7,12.7,,,,,,,,,,,,,5.0,
5696,YC,6,24,A,22.2,19.0,707.0,25.4,1359.0,0.0,0.0,6.1,270.0,527.0,5.1,270.0,532.0,1.5,1306.0,15.7,36.0,22.0,68.5,18.1,986.4,1005.1,4,1001.3,1744.0,1002.9,14.8,3.6,,,,,,,,,8.4,7.0,29.6,19.5,,,,,,,,,,,,,,
5697,YB,3,20,B,10.3,7.1,555.0,14.6,1415.0,,16.5,7.9,270.0,1421.0,3.9,230.0,1430.0,1.4,1176.0,6.4,42.0,1409.0,79.0,9.7,999.8,1018.3,32,1000.4,2354.0,1010.1,12.1,,900.0,0.78,,,,,,,8.8,4.8,8.6,1.6,8.4,8.2,7.9,7.5,7.6,7.2,7.8,10.5,13.7,0.9,1.3,,0.0,4.38
